traffic_seed,environment_seed,building_map_hash,population_map_hash,risk_map_hash,environment_hash,error,generation_failures,astar_failures,runtime_sec,det_Nc,unc_Nc,conflict_edges,CI_top10_point_coverage,CI_top10_pair_coverage,continuous_conflict_ratio,route_density_gini,route_cell_reuse_p90,route_cell_reuse_max,degree_gini,max_degree,top10_degree_point_coverage,top10_conflict_point_share,top1_degree_mean,top1_conflict_point_involvement,top3_degree_mean,top3_conflict_point_involvement,top5_degree_mean,top5_conflict_point_involvement,top10_degree_mean,top10_conflict_point_involvement,degree_cv,degree_max_to_mean,calibration_score,hub_rank_score,candidate_tag
106,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.2923699999955716,73,199,84,0.542713567839196,0.47619047619047616,0.6683417085427136,0.5825360323611394,3.0,9,0.4826190476190475,6,0.49748743718592964,0.628140703517588,6.0,34.0,6.0,100.0,5.6,148.0,5.0,226.0,0.9061705825707174,3.5714285714285716,1.7539918556467946,0.542713567839196,
107,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.4193248000010499,92,118,67,0.4915254237288136,0.3880597014925373,0.5084745762711864,0.5514945336903169,3.0,7,0.4616417910447761,6,0.6271186440677966,0.6186440677966102,6.0,35.0,5.0,79.0,4.4,94.0,3.7,121.0,0.8780636465721031,4.477611940298507,1.341087926301843,0.4915254237288136,
108,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.4184059000035631,91,115,67,0.3130434782608696,0.43283582089552236,0.5217391304347826,0.5894398091620314,3.0,10,0.49686567164179096,4,0.34782608695652173,0.5130434782608696,4.0,29.0,4.0,59.0,4.0,74.0,3.9,100.0,0.9213924975552628,2.9850746268656714,1.5132504835218739,0.3130434782608696,
109,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.364862100002938,92,135,85,0.37777777777777777,0.4823529411764706,0.4222222222222222,0.5807071112896746,3.0,11,0.475529411764706,7,0.3925925925925926,0.6,7.0,35.0,6.666666666666667,80.0,6.0,94.0,5.0,126.0,0.9055767246082738,4.11764705882353,1.6578010641227916,0.37777777777777777,
110,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.33536230000027,81,125,81,0.328,0.41975308641975306,0.472,0.5805789401988831,3.0,8,0.47358024691358014,6,0.328,0.488,6.0,18.0,5.333333333333333,39.0,5.2,56.0,4.6,89.0,0.8807065099758917,3.7037037037037033,1.40906424470945,0.328,
111,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3747562999997172,73,109,77,0.3302752293577982,0.33766233766233766,0.41284403669724773,0.5731206448432704,3.0,9,0.45467532467532457,5,0.47706422018348627,0.46788990825688076,5.0,11.0,4.666666666666667,32.0,4.4,50.0,4.0,78.0,0.8286284229064556,3.2467532467532467,1.0903429429811153,0.3302752293577982,
112,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.4273814000043785,59,93,69,0.44086021505376344,0.4057971014492754,0.3870967741935484,0.5895301100042918,3.0,8,0.43391304347826076,6,0.4946236559139785,0.4838709677419355,6.0,8.0,4.666666666666667,24.0,4.2,38.0,3.6,64.0,0.8184236465794493,4.347826086956522,0.6061954187742443,0.44086021505376344,
113,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3805437999981223,89,129,85,0.3953488372093023,0.3764705882352941,0.5348837209302325,0.5737809019288237,3.0,8,0.39917647058823524,5,0.4573643410852713,0.43410852713178294,5.0,13.0,5.0,32.0,4.6,50.0,4.2,82.0,0.7323470351758078,2.9411764705882355,1.5174904311417432,0.3953488372093023,
114,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3694878999958746,78,150,81,0.3333333333333333,0.41975308641975306,0.5733333333333334,0.579306678343663,3.0,8,0.43679012345679014,6,0.3466666666666667,0.5333333333333333,6.0,21.0,5.333333333333333,59.0,5.0,89.0,4.4,139.0,0.8178954111136733,3.7037037037037033,1.6035599512549523,0.3333333333333333,
115,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3749899999966146,87,151,88,0.37748344370860926,0.42045454545454547,0.5298013245033113,0.5685882552613714,3.0,8,0.46090909090909093,6,0.4370860927152318,0.5960264900662252,6.0,32.0,5.666666666666667,80.0,5.4,106.0,4.7,147.0,0.8508321157879494,3.409090909090909,1.7287759259191366,0.37748344370860926,
116,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3256971000009798,110,161,83,0.33540372670807456,0.3614457831325301,0.5962732919254659,0.5850803563434506,3.0,9,0.4003614457831326,5,0.4472049689440994,0.5838509316770186,5.0,26.0,4.666666666666667,71.0,4.4,110.0,3.9,161.0,0.7289903377063058,3.0120481927710845,2.318160878050258,0.33540372670807456,
117,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3466857000021264,108,161,75,0.3167701863354037,0.36,0.6770186335403726,0.5639133040351578,3.0,8,0.4397333333333333,6,0.37267080745341613,0.5217391304347826,6.0,20.0,5.333333333333333,58.0,4.8,91.0,3.9,140.0,0.8246211251235321,4.0,2.3035975086878735,0.3167701863354037,
118,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3517376000017975,71,108,75,0.2777777777777778,0.36,0.48148148148148145,0.5353814395979177,3.0,8,0.4345333333333332,5,0.37037037037037035,0.4351851851851852,5.0,10.0,4.333333333333333,29.0,4.2,44.0,3.7,69.0,0.7916228058025278,3.3333333333333335,1.1075831079235086,0.2777777777777778,
119,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.310365000004822,158,249,80,0.20080321285140562,0.425,0.7751004016064257,0.584634402056277,3.0,11,0.48887499999999995,6,0.3253012048192771,0.6184738955823293,6.0,29.0,5.666666666666667,85.0,5.2,141.0,4.6,255.0,0.9057110466368399,3.75,4.298425568768172,0.20080321285140562,
120,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3698625000033644,99,155,90,0.33548387096774196,0.3111111111111111,0.5741935483870968,0.6125217287974468,3.0,13,0.427888888888889,5,0.4838709677419355,0.4967741935483871,5.0,27.0,4.666666666666667,55.0,4.4,74.0,4.2,111.0,0.7657804862272345,2.7777777777777777,2.048658371556515,0.33548387096774196,
121,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3025000999987242,101,133,81,0.3157894736842105,0.3950617283950617,0.45864661654135336,0.5603531187122737,3.0,8,0.3990123456790122,5,0.5714285714285714,0.5714285714285714,5.0,36.0,4.666666666666667,78.0,4.4,93.0,4.1,123.0,0.7396081876913659,3.0864197530864197,1.8840818473697598,0.3157894736842105,
122,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.4151817000019946,77,138,101,0.3188405797101449,0.3465346534653465,0.36231884057971014,0.5749824461044933,3.0,8,0.3915841584158415,6,0.3695652173913043,0.42028985507246375,6.0,15.0,5.666666666666667,39.0,5.0,57.0,4.5,91.0,0.7070027974432554,2.9702970297029703,1.479003726282635,0.3188405797101449,
123,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3756003999951645,92,124,76,0.4596774193548387,0.3815789473684211,0.5161290322580645,0.5783021330465371,3.0,11,0.4414473684210527,5,0.5080645161290323,0.5161290322580645,5.0,25.0,5.0,53.0,4.6,66.0,3.9,94.0,0.8136644649337004,3.289473684210526,1.4425494479982122,0.4596774193548387,
124,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.330563199997414,96,145,72,0.296551724137931,0.375,0.6551724137931034,0.5803066466630296,3.0,9,0.45333333333333337,5,0.3724137931034483,0.5310344827586206,5.0,27.0,4.333333333333333,68.0,4.2,92.0,3.7,129.0,0.8293888126018677,3.4722222222222223,1.9373774329599376,0.296551724137931,
125,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.4672188000040478,114,141,72,0.2127659574468085,0.375,0.5673758865248227,0.5763625719255987,3.0,9,0.47458333333333336,5,0.5673758865248227,0.6382978723404256,5.0,36.0,4.666666666666667,87.0,4.4,116.0,4.0,150.0,0.8746692496574328,3.4722222222222223,2.339958081183193,0.2127659574468085,
126,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3155878000034136,125,205,109,0.35609756097560974,0.3119266055045872,0.5951219512195122,0.56927016985138,3.0,8,0.3941284403669725,6,0.43414634146341463,0.5024390243902439,6.0,23.0,5.666666666666667,64.0,5.4,97.0,4.9,158.0,0.7028385220291673,2.7522935779816513,3.0290533533468147,0.35609756097560974,
127,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.340911600003892,102,138,90,0.4782608695652174,0.35555555555555557,0.47101449275362317,0.5679439112177564,3.0,10,0.3652222222222221,5,0.5072463768115942,0.5,5.0,30.0,4.666666666666667,67.0,4.4,81.0,4.2,112.0,0.6758625033664688,2.7777777777777777,1.75244840210631,0.4782608695652174,
128,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.442127000002074,69,121,81,0.2809917355371901,0.20987654320987653,0.45454545454545453,0.5843418128070059,3.0,8,0.34604938271604935,5,0.5041322314049587,0.4628099173553719,5.0,13.0,4.333333333333333,33.0,4.2,50.0,3.6,79.0,0.6461167460804703,3.0864197530864197,1.1998710325176702,0.2809917355371901,
129,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.337211899997783,82,145,89,0.32413793103448274,0.4157303370786517,0.4827586206896552,0.6038172299445808,3.0,11,0.4703370786516854,6,0.35172413793103446,0.5310344827586206,6.0,22.0,5.333333333333333,61.0,5.2,80.0,5.1,121.0,0.8651685393258426,3.3707865168539324,1.6389205656026147,0.32413793103448274,
130,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3232862000004388,98,209,86,0.2631578947368421,0.37209302325581395,0.7081339712918661,0.5928155006858711,3.0,11,0.46058139534883713,6,0.4784688995215311,0.5311004784688995,6.0,26.0,5.333333333333333,72.0,5.0,112.0,4.5,199.0,0.8347833067812822,3.488372093023256,2.676435320191911,0.2631578947368421,
131,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.2701025999995181,87,109,73,0.45871559633027525,0.3972602739726027,0.44954128440366975,0.5590564062954754,3.0,8,0.4406849315068493,5,0.5963302752293578,0.5688073394495413,5.0,16.0,5.0,41.0,4.6,57.0,3.9,88.0,0.8243115826482401,3.4246575342465753,1.1947667633474663,0.45871559633027525,
132,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.4305688999957056,87,126,92,0.3333333333333333,0.358695652173913,0.42063492063492064,0.5697956841138659,3.0,8,0.41163043478260875,8,0.4603174603174603,0.4603174603174603,8.0,10.0,6.666666666666667,27.0,5.8,42.0,4.9,74.0,0.7902704664910233,4.3478260869565215,1.525948591597298,0.3333333333333333,
133,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.4089665999999852,143,229,96,0.35807860262008734,0.4166666666666667,0.6506550218340611,0.5781739544568493,3.0,9,0.43104166666666677,6,0.4104803493449782,0.6157205240174672,6.0,44.0,5.666666666666667,122.0,5.4,183.0,4.9,255.0,0.7818747501998002,3.125,3.613635072197923,0.35807860262008734,
134,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3667314000049373,72,109,74,0.41284403669724773,0.3783783783783784,0.41284403669724773,0.5579093210378808,3.0,10,0.45324324324324317,6,0.42201834862385323,0.44954128440366975,6.0,18.0,5.0,40.0,4.6,55.0,3.9,78.0,0.8465113385603149,4.054054054054054,0.9687932965050364,0.41284403669724773,
135,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3463049000056344,102,161,81,0.33540372670807456,0.3333333333333333,0.6211180124223602,0.5667168851056164,3.0,8,0.442716049382716,6,0.3416149068322981,0.5962732919254659,6.0,31.0,4.666666666666667,83.0,4.4,115.0,4.0,149.0,0.8037975708966928,3.7037037037037033,2.167217481823843,0.33540372670807456,
136,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3509132999970461,85,116,80,0.47413793103448276,0.4625,0.4051724137931034,0.5726690335834226,3.0,8,0.48675,8,0.49137931034482757,0.5689655172413793,8.0,19.0,6.333333333333333,44.0,5.6,59.0,4.8,88.0,0.9354143466934853,5.0,1.2100168054841103,0.47413793103448276,
137,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.424467899996671,128,190,69,0.22631578947368422,0.34782608695652173,0.7210526315789474,0.5753357439174795,3.0,12,0.461159420289855,6,0.2894736842105263,0.5894736842105263,6.0,34.0,5.333333333333333,98.0,4.8,147.0,3.9,218.0,0.8861936664469825,4.347826086956522,3.09241323161869,0.22631578947368422,
138,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3510166999985813,135,171,72,0.21052631578947367,0.375,0.6549707602339181,0.5713720741186166,3.0,7,0.4801388888888889,6,0.26900584795321636,0.5964912280701754,6.0,39.0,5.0,102.0,4.6,141.0,4.2,182.0,0.9018157267082183,4.166666666666667,3.048248042187374,0.21052631578947367,
139,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3774058999988483,71,111,71,0.32432432432432434,0.39436619718309857,0.46846846846846846,0.6182436003019696,3.0,8,0.4514084507042253,6,0.35135135135135137,0.5315315315315315,6.0,17.0,4.666666666666667,45.0,4.4,66.0,3.7,93.0,0.8402444359591353,4.225352112676057,1.080626135090247,0.32432432432432434,
140,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3344802999999956,107,152,68,0.35526315789473684,0.38235294117647056,0.7039473684210527,0.5977923143057535,3.0,9,0.4645588235294118,5,0.4342105263157895,0.5592105263157895,5.0,17.0,4.666666666666667,49.0,4.4,75.0,3.7,122.0,0.8670237042931573,3.676470588235294,2.144076614373454,0.35526315789473684,
141,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3946785999942222,106,178,84,0.25842696629213485,0.35714285714285715,0.6292134831460674,0.5791493761866016,3.0,8,0.44738095238095243,6,0.46629213483146065,0.6348314606741573,6.0,26.0,6.0,77.0,5.6,124.0,4.7,187.0,0.8412885592407027,3.5714285714285716,2.5136744216438416,0.25842696629213485,
142,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3457517999995616,165,218,85,0.16972477064220184,0.36470588235294116,0.7110091743119266,0.5538389662027833,3.0,8,0.3695294117647059,5,0.21100917431192662,0.5871559633027523,5.0,38.0,4.333333333333333,108.0,4.2,164.0,3.9,232.0,0.678386034980635,2.9411764705882355,4.149562243578418,0.16972477064220184,
143,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.4189868000030401,117,165,83,0.3696969696969697,0.3614457831325301,0.6242424242424243,0.5824365079365078,3.0,7,0.39903614457831327,6,0.5515151515151515,0.5575757575757576,6.0,26.0,5.0,67.0,4.6,96.0,3.8,151.0,0.7339515378562907,3.6144578313253013,2.4488267378950126,0.3696969696969697,
144,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.330530400002317,68,122,80,0.3114754098360656,0.4125,0.4426229508196721,0.5958976003961822,3.0,9,0.43900000000000006,6,0.5573770491803278,0.5573770491803278,6.0,24.0,5.333333333333333,54.0,4.8,69.0,4.4,97.0,0.81967981553775,3.75,1.1534032016348719,0.3114754098360656,
145,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3601976999998442,92,129,82,0.34108527131782945,0.36585365853658536,0.5426356589147286,0.6060840727945991,3.0,11,0.4181707317073171,5,0.4108527131782946,0.46511627906976744,5.0,10.0,5.0,28.0,4.8,45.0,4.2,78.0,0.7737898575226979,3.048780487804878,1.6415758187198908,0.34108527131782945,
