generation,population_size,accepted_trials,rolled_back_trials,acceptance_rate,best_conflict_pairs,best_conflict_points,best_fitness,mean_conflict_pairs,mean_conflict_points,best_conflict_lexicographic_pairs,best_conflict_lexicographic_points,adm_learning_samples,rollback_due_to_pair_increase,rollback_due_to_point_increase,rollback_due_to_fitness_worse,new_pair_trials_rejected,rejected_lower_risk_equal_conflicts,rollback_due_to_infeasible_route,exact_survivors,moved_same_pair,new_conflict_pairs,new_conflict_points,resolved_original_conflicts
51,50,1,49,0.02,15,16,762868.7381139226,22.96,35.5,15,16,1,34,2,0,36,0,13,10,1,5,5,42
52,50,3,47,0.06,15,16,762860.424327269,22.92,34.52,15,16,3,31,0,0,31,0,16,10,1,5,5,42
53,50,1,49,0.02,15,16,762851.4458211231,22.9,34.44,15,16,1,38,0,0,38,0,11,10,1,5,5,42
54,50,1,49,0.02,15,16,762841.7635089352,22.8,34.34,15,16,1,38,0,0,38,0,11,10,1,5,5,42
55,50,1,49,0.02,15,16,762831.3368010992,22.76,34.26,15,16,1,30,1,0,31,0,18,10,1,5,5,42
56,50,5,45,0.1,15,16,762820.1235765938,22.62,32.4,15,16,5,33,2,0,35,0,10,10,1,5,5,42
57,50,2,48,0.04,15,16,762808.0801546217,22.46,32.58,15,16,2,38,0,0,38,0,10,10,1,5,5,42
58,50,3,47,0.06,15,16,762795.1612662517,22.22,32.54,15,16,3,36,2,0,38,0,9,10,1,5,5,42
59,50,1,49,0.02,15,16,762781.3200260574,22.2,32.3,15,16,1,38,0,0,38,0,11,10,1,5,5,42
60,50,0,50,0.0,15,16,762766.507903759,22.2,32.3,15,16,0,38,0,0,38,0,12,10,1,5,5,42
61,50,1,49,0.02,15,16,762750.6746958632,22.18,32.42,15,16,1,35,0,0,35,0,14,10,1,5,5,42
62,50,1,49,0.02,15,16,762733.7684973035,22.16,32.4,15,16,1,41,0,0,41,0,8,10,1,5,5,42
63,50,1,49,0.02,15,16,762715.735673081,22.16,32.02,15,16,1,35,0,0,35,0,14,10,1,5,5,42
64,50,1,49,0.02,15,16,762696.5208299047,22.16,31.96,15,16,1,39,1,0,40,0,9,10,1,5,5,42
65,50,2,48,0.04,15,16,762676.0667878321,22.1,31.82,15,16,2,36,1,0,37,0,11,10,1,5,5,42
66,50,1,49,0.02,15,16,762654.314551909,22.04,31.74,15,16,1,32,0,0,32,0,17,10,1,5,5,42
67,50,0,50,0.0,15,16,762631.2032838111,22.04,31.74,15,16,0,41,1,0,42,0,8,10,1,5,5,42
68,50,2,48,0.04,15,16,762606.6702734831,21.96,31.38,15,16,2,35,0,0,35,0,13,10,1,5,5,42
69,50,0,50,0.0,15,16,762580.6509107806,21.96,31.38,15,16,0,39,0,0,39,0,11,10,1,5,5,42
70,50,0,50,0.0,15,16,762553.0786571093,21.96,31.38,15,16,0,41,0,0,41,0,9,10,1,5,5,42
71,50,2,48,0.04,15,16,762523.8850170661,21.88,32.16,15,16,2,39,0,0,39,0,9,10,1,5,5,42
72,50,0,50,0.0,15,16,762492.9995100793,21.88,32.16,15,16,0,40,2,0,42,0,8,10,1,5,5,42
73,50,5,45,0.1,15,16,762460.3496420493,21.8,31.3,15,16,5,39,0,0,39,0,6,10,1,5,5,42
74,50,1,49,0.02,15,16,762425.8608769887,21.74,31.18,15,16,1,34,0,0,34,0,15,10,1,5,5,42
75,50,3,47,0.06,15,16,762389.4566086634,21.46,31.22,15,16,3,41,0,0,41,0,6,10,1,5,5,42
76,50,1,49,0.02,15,16,762351.058132232,21.46,31.14,15,16,1,33,1,0,34,0,15,10,1,5,5,42
77,50,0,50,0.0,15,16,762310.5846158874,21.46,31.14,15,16,0,31,0,0,31,0,19,10,1,5,5,42
78,50,0,50,0.0,15,16,762267.953072496,21.46,31.14,15,16,0,42,0,0,42,0,8,10,1,5,5,42
79,50,1,49,0.02,15,16,762223.0783312395,21.44,31.4,15,16,1,39,0,0,39,0,10,10,1,5,5,42
80,50,1,49,0.02,15,16,762175.8730092547,21.4,31.62,15,16,1,42,0,0,42,0,7,10,1,5,5,42
81,50,0,50,0.0,15,16,762126.2474832734,21.4,31.62,15,16,0,37,0,1,38,1,12,10,1,5,5,42
82,50,0,50,0.0,15,16,762074.1098612641,21.4,31.62,15,16,0,35,0,0,35,0,15,10,1,5,5,42
83,50,1,49,0.02,15,16,762019.365954071,21.36,31.54,15,16,1,34,0,0,34,0,15,10,1,5,5,42
84,50,2,48,0.04,15,16,761961.9192470559,21.3,31.52,15,16,2,36,1,0,37,0,11,10,1,5,5,42
85,50,0,50,0.0,15,16,761901.6708717376,21.3,31.52,15,16,0,37,0,1,38,0,12,10,1,5,5,42
86,50,1,49,0.02,15,16,761838.5195774325,21.26,31.46,15,16,1,37,0,0,37,0,12,10,1,5,5,42
87,50,2,48,0.04,15,16,761772.3617028957,21.2,31.36,15,16,2,35,0,0,35,0,13,10,1,5,5,42
88,50,0,50,0.0,15,16,761703.0911479609,21.2,31.36,15,16,0,35,1,0,36,0,14,10,1,5,5,42
89,50,1,49,0.02,15,16,761630.5993451804,21.18,31.32,15,16,1,35,0,0,35,0,14,10,1,5,5,42
90,50,0,50,0.0,15,16,761554.775231467,21.18,31.32,15,16,0,38,0,0,38,0,12,10,1,5,5,42
91,50,1,49,0.02,15,16,761475.5052197329,21.14,31.38,15,16,1,35,1,0,36,0,13,10,1,5,5,42
92,50,1,49,0.02,15,16,761392.673170531,21.14,31.36,15,16,1,36,1,0,37,0,12,10,1,5,5,42
93,50,1,49,0.02,15,16,761306.1603636952,21.14,31.14,15,16,1,42,0,0,42,0,7,10,1,5,5,42
94,50,2,48,0.04,15,16,761215.8454699806,21.08,31.52,15,16,2,32,0,0,32,0,16,10,1,5,5,42
95,50,1,49,0.02,15,16,761121.6045227045,21.06,31.56,15,16,1,38,0,0,38,0,11,10,1,5,5,42
96,50,0,50,0.0,15,16,761023.3108893862,21.06,31.56,15,16,0,41,0,0,41,0,9,10,1,5,5,42
97,50,0,50,0.0,15,16,760920.8352433878,21.06,31.56,15,16,0,39,0,0,39,0,11,10,1,5,5,42
98,50,1,49,0.02,15,16,760814.0455355548,20.96,31.72,15,16,1,37,1,0,38,0,11,10,1,5,5,42
99,50,1,49,0.02,15,16,760702.806965856,20.9,31.6,15,16,1,38,1,0,39,0,10,10,1,5,5,42
100,50,2,48,0.04,15,16,760586.9819550245,20.8,31.94,15,16,2,38,1,0,39,0,9,10,1,5,5,42
101,50,0,50,0.0,15,16,760466.4301161983,20.8,31.94,15,16,0,39,0,0,39,0,11,10,1,5,5,42
102,50,1,49,0.02,15,16,760341.0082265597,20.78,32.06,15,16,1,34,0,0,34,0,15,10,1,5,5,42
103,50,0,50,0.0,15,16,760210.5701989768,20.78,32.06,15,16,0,34,1,0,35,0,15,10,1,5,5,42
104,50,3,47,0.06,15,16,760074.9670536439,20.68,32.14,15,16,3,34,1,0,35,0,12,10,1,5,5,42
105,50,0,50,0.0,15,16,759934.046889721,20.68,32.14,15,16,0,38,0,0,38,0,12,10,1,5,5,42
106,50,1,49,0.02,15,16,759787.6548569754,20.68,31.74,15,16,1,35,0,0,35,0,14,10,1,5,5,42
107,50,0,50,0.0,15,16,759635.6331274216,20.68,31.74,15,16,0,40,0,0,40,0,10,10,1,5,5,42
108,50,1,49,0.02,15,16,759477.8208669617,20.64,31.62,15,16,1,42,0,0,42,0,7,10,1,5,5,42
109,50,0,50,0.0,15,16,759314.0542070257,20.64,31.62,15,16,0,32,2,0,34,0,16,10,1,5,5,42
110,50,0,50,0.0,15,16,759144.1662162128,20.64,31.62,15,16,0,45,0,0,45,0,5,10,1,5,5,42
111,50,0,50,0.0,15,16,758967.9868719307,20.64,31.62,15,16,0,38,0,0,38,0,12,10,1,5,5,42
112,50,0,50,0.0,15,16,758785.3430320369,20.64,31.62,15,16,0,45,0,0,45,0,5,10,1,5,5,42
113,50,1,49,0.02,15,16,758596.0584064786,20.6,31.34,15,16,1,42,0,0,42,0,7,10,1,5,5,42
114,50,2,48,0.04,15,16,758399.9535289338,20.54,31.26,15,16,2,44,0,0,44,0,4,10,1,5,5,42
115,50,0,50,0.0,15,16,758196.8457284509,20.54,31.26,15,16,0,35,1,0,36,0,14,10,1,5,5,42
116,50,1,49,0.02,15,16,757986.5491010901,20.5,31.14,15,16,1,35,0,0,35,0,14,10,1,5,5,42
117,50,0,50,0.0,15,16,757768.8744815628,20.5,31.14,15,16,0,36,0,0,36,0,14,10,1,5,5,42
118,50,0,50,0.0,15,16,757543.6294148728,20.5,31.14,15,16,0,37,1,0,38,0,12,10,1,5,5,42
119,50,0,50,0.0,15,16,757310.6181279569,20.5,31.14,15,16,0,43,0,0,43,0,7,10,1,5,5,42
120,50,0,50,0.0,15,16,757069.6415013245,20.5,31.14,15,16,0,41,1,0,42,0,8,10,1,5,5,42
121,50,2,48,0.04,15,16,756820.4970406989,20.42,30.98,15,16,2,36,0,0,36,0,12,10,1,5,5,42
122,50,0,50,0.0,15,16,756562.9788486572,20.42,30.98,15,16,0,39,0,0,39,0,11,10,1,5,5,42
123,50,0,50,0.0,15,16,756296.877596271,20.42,30.98,15,16,0,37,0,0,37,0,13,10,1,5,5,42
124,50,1,49,0.02,15,16,756021.9804947468,20.36,31.12,15,16,1,40,0,0,40,0,9,10,1,5,5,42
125,50,0,50,0.0,15,16,755738.0712670668,20.36,31.12,15,16,0,38,0,0,38,0,12,10,1,5,5,42
126,50,2,48,0.04,15,16,755444.9301196282,20.3,30.3,15,16,2,38,1,0,39,0,9,10,1,5,5,42
127,50,1,49,0.02,15,16,755142.333713885,20.3,30.14,15,16,1,37,0,0,37,0,12,10,1,5,5,42
128,50,1,49,0.02,15,16,754830.0551379882,20.24,30.64,15,16,1,38,1,0,39,0,10,10,1,5,5,42
129,50,1,49,0.02,15,16,754507.8638784252,20.18,30.52,15,16,1,35,0,0,35,0,14,10,1,5,5,42
130,50,1,49,0.02,15,16,754175.5257916615,20.16,30.54,15,16,1,38,0,1,39,1,10,10,1,5,5,42
131,50,0,50,0.0,15,16,753832.8030757805,20.16,30.54,15,16,0,40,1,0,41,0,9,10,1,5,5,42
132,50,0,50,0.0,15,16,753479.4542421242,20.16,30.54,15,16,0,38,0,0,38,0,12,10,1,5,5,42
133,50,0,50,0.0,15,16,753115.2340869334,20.16,30.54,15,16,0,38,0,0,38,0,12,10,1,5,5,42
134,50,1,49,0.02,15,16,752739.8936629886,20.12,30.44,15,16,1,40,0,0,40,0,9,10,1,5,5,42
135,50,1,49,0.02,15,16,752353.1802512495,20.08,30.28,15,16,1,33,0,0,33,0,16,10,1,5,5,42
136,50,0,50,0.0,15,16,751954.8373324969,20.08,30.28,15,16,0,35,0,0,35,0,15,10,1,5,5,42
137,50,0,50,0.0,15,16,751544.6045589718,20.08,30.28,15,16,0,41,0,0,41,0,9,10,1,5,5,42
138,50,1,49,0.02,15,16,751122.2177260169,20.06,30.28,15,16,1,38,0,0,38,0,11,10,1,5,5,42
139,50,1,49,0.02,15,16,750687.4087437156,20.02,30.26,15,16,1,37,0,0,37,0,12,10,1,5,5,42
140,50,1,49,0.02,15,16,750239.9056085346,20.02,30.18,15,16,1,36,0,0,36,0,13,10,1,5,5,42
141,50,0,50,0.0,15,16,749779.4323749626,20.02,30.18,15,16,0,39,0,0,39,0,11,10,1,5,5,42
142,50,0,50,0.0,15,16,749305.7091271508,20.02,30.18,15,16,0,36,1,0,37,0,13,10,1,5,5,42
143,50,0,50,0.0,15,16,748818.4519505549,20.02,30.18,15,16,0,31,0,0,31,0,19,10,1,5,5,42
144,50,1,49,0.02,15,16,748317.3729035734,20.0,30.22,15,16,1,40,0,0,40,0,9,10,1,5,5,42
145,50,3,47,0.06,15,16,747802.1799891902,19.88,30.68,15,16,3,32,0,0,32,0,15,10,1,5,5,42
146,50,2,48,0.04,15,16,747272.5771266134,19.82,30.64,15,16,2,43,0,0,43,0,5,10,1,5,5,42
147,50,1,49,0.02,15,16,746728.2641229159,19.76,30.56,15,16,1,38,0,0,38,0,11,10,1,5,5,42
148,50,1,49,0.02,15,16,746168.9366446775,19.74,30.0,15,16,1,35,0,0,35,0,14,10,1,5,5,42
149,50,0,50,0.0,15,16,745594.2861896233,19.74,30.0,15,16,0,35,0,0,35,0,15,10,1,5,5,42
150,50,1,49,0.02,15,16,745004.0000582652,19.72,30.0,15,16,1,35,1,0,36,0,13,10,1,5,5,42
151,50,0,50,0.0,15,16,744397.761325542,19.72,30.0,15,16,0,39,2,0,41,0,9,10,1,5,5,42
152,50,2,48,0.04,15,16,743775.2488124602,19.7,29.56,15,16,2,36,0,1,37,0,11,10,1,5,5,42
153,50,1,49,0.02,15,16,743136.1370577344,19.7,29.52,15,16,1,36,0,0,36,0,13,10,1,5,5,42
154,50,0,50,0.0,15,16,742480.0962894273,19.7,29.52,15,16,0,33,0,0,33,0,17,10,1,5,5,42
155,50,0,50,0.0,15,16,741806.7923965905,19.7,29.52,15,16,0,34,1,0,35,0,15,10,1,5,5,42
156,50,0,50,0.0,15,16,741115.8869009048,19.7,29.52,15,16,0,34,2,1,37,1,13,10,1,5,5,42
157,50,2,48,0.04,15,16,740407.0369283212,19.66,29.4,15,16,2,38,0,0,38,0,10,10,1,5,5,42
158,50,2,48,0.04,15,16,739679.8951807005,19.62,29.32,15,16,2,34,0,0,34,0,14,10,1,5,5,42
159,50,1,49,0.02,15,16,738934.1099074541,19.58,29.32,15,16,1,37,0,0,37,0,12,10,1,5,5,42
160,50,0,50,0.0,15,16,738169.324877185,19.58,29.32,15,16,0,40,0,0,40,0,10,10,1,5,5,42
161,50,2,48,0.04,15,16,737385.1793493272,19.54,29.38,15,16,2,34,0,1,35,0,13,10,1,5,5,42
162,50,1,49,0.02,15,16,736581.3080457868,19.52,29.4,15,16,1,40,0,0,40,0,9,10,1,5,5,42
163,50,0,50,0.0,15,16,735757.3411225828,19.52,29.4,15,16,0,34,1,0,35,0,15,10,1,5,5,42
164,50,0,50,0.0,15,16,734912.9041414864,19.52,29.4,15,16,0,36,1,0,37,0,13,10,1,5,5,42
165,50,0,50,0.0,15,16,734047.6180416627,19.52,29.4,15,16,0,39,0,0,39,0,11,10,1,5,5,42
166,50,2,48,0.04,15,16,733161.0991113104,19.5,29.32,15,16,2,37,0,0,37,0,11,10,1,5,5,42
167,50,4,46,0.08,15,16,732252.9589593025,19.42,29.02,15,16,4,34,1,0,35,0,11,10,1,5,5,42
168,50,1,49,0.02,15,16,731322.8044868266,19.4,29.0,15,16,1,34,0,0,34,0,15,10,1,5,5,42
169,50,0,50,0.0,15,16,730370.2378590257,19.4,29.0,15,16,0,35,0,0,35,0,15,10,1,5,5,42
170,50,2,48,0.04,15,16,729394.8564766379,19.32,28.58,15,16,2,40,0,0,40,0,8,10,1,5,5,42
171,50,0,50,0.0,15,16,728396.2529476379,19.32,28.58,15,16,0,37,0,0,37,0,13,10,1,5,5,42
172,50,3,47,0.06,15,16,727374.0150588767,19.3,28.38,15,16,3,34,0,0,34,0,13,10,1,5,5,42
173,50,2,48,0.04,15,16,726327.7257477221,19.24,28.38,15,16,2,35,0,0,35,0,13,10,1,5,5,42
174,50,2,48,0.04,15,16,725256.9630736995,19.22,27.88,15,16,2,36,1,0,37,0,11,10,1,5,5,42
175,50,1,49,0.02,15,16,724161.300190132,19.22,27.88,15,16,1,41,0,0,41,0,8,10,1,5,5,42
176,50,2,48,0.04,15,16,723040.3053157813,19.16,27.36,15,16,2,39,0,0,39,0,9,10,1,5,5,42
177,50,3,47,0.06,15,16,721893.5417064874,19.14,26.8,15,16,3,33,0,0,33,0,14,10,1,5,5,42
178,50,3,47,0.06,15,16,720720.5676268098,19.08,26.76,15,16,3,33,1,1,35,1,12,10,1,5,5,42
179,50,2,48,0.04,15,16,719520.9363216676,19.08,26.7,15,16,2,38,1,0,39,0,9,10,1,5,5,42
180,50,2,48,0.04,15,16,718294.19598798,19.04,26.66,15,16,2,38,0,0,38,0,10,10,1,5,5,42
181,50,3,47,0.06,15,16,717039.8897463067,19.0,26.5,15,16,3,37,0,0,37,0,10,10,1,5,5,42
182,50,3,47,0.06,15,16,715757.5556124886,18.86,26.04,15,16,3,37,0,0,37,0,10,10,1,5,5,42
183,50,3,47,0.06,15,16,714446.7264692876,18.76,25.86,15,16,3,39,1,0,40,0,7,10,1,5,5,42
184,50,2,48,0.04,15,16,713106.9300380279,18.72,25.8,15,16,2,42,0,0,42,0,6,10,1,5,5,42
185,50,3,47,0.06,15,16,711737.6888502361,18.64,25.7,15,16,3,41,0,0,41,0,6,10,1,5,5,42
186,50,4,46,0.08,15,16,710338.5202192814,18.56,25.56,15,16,4,37,2,0,39,0,7,10,1,5,5,42
187,50,2,48,0.04,15,16,708908.9362120162,18.54,25.48,15,16,2,37,2,0,39,0,9,10,1,5,5,42
188,50,0,50,0.0,15,16,707448.4436204167,18.54,25.48,15,16,0,46,0,0,46,0,4,10,1,5,5,42
189,50,2,48,0.04,15,16,705956.5439332232,18.5,25.46,15,16,2,41,1,0,42,0,6,10,1,5,5,42
190,50,3,47,0.06,15,16,704432.7333075809,18.4,24.7,15,16,3,45,1,0,46,0,1,10,1,5,5,42
191,50,8,42,0.16,15,16,702876.5025406794,18.2,24.5,15,16,8,40,0,0,40,0,2,10,1,5,5,42
192,50,5,45,0.1,15,16,701287.3370413947,18.12,24.28,15,16,5,38,0,0,38,0,7,10,1,5,5,42
193,50,4,46,0.08,15,16,699253.7573581609,17.98,24.14,15,16,4,39,3,0,42,0,4,10,1,5,5,42
194,50,15,35,0.3,14,15,654384.6848736465,17.64,23.34,14,15,10,20,3,1,24,0,11,10,1,4,4,42
195,50,4,46,0.08,14,14,609893.9642823221,17.52,23.2,14,14,4,26,2,0,28,0,18,9,0,5,5,43
196,50,22,28,0.44,13,13,565311.488959621,16.58,21.16,13,13,10,18,1,2,21,0,7,9,0,4,4,43
197,50,18,32,0.36,13,13,563880.1682256736,15.98,20.64,13,13,10,24,2,1,27,0,5,9,0,4,4,43
198,50,18,32,0.36,13,13,562304.0608093059,15.46,19.84,13,13,10,25,3,0,28,0,4,9,0,4,4,43
199,50,29,21,0.58,12,12,518023.1251636025,14.82,17.82,12,12,10,9,2,3,12,1,7,9,0,3,3,43
200,50,34,16,0.68,11,11,474192.6990263429,13.86,16.62,11,11,10,8,4,0,12,0,4,9,0,2,2,43
