run_id,conflict_id,plan_a,plan_b,cell_x,cell_y,cell_z,P_schedule,P_speed,P_reroute,sampled_strategy,actor_gene,selected_actor,stage2_generation,record_type
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,49,21,56,15,21,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,speed,1.7543077285017787,56,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,50,38,65,32,30,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,schedule,1.7443923454779693,65,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,51,22,33,12,30,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,reroute,1.7342814644756501,33,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,52,45,66,37,30,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,reroute,1.7239751352290469,66,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,53,46,47,13,36,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,speed,1.713473408433778,47,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,54,27,89,24,45,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,schedule,1.7027763357465986,89,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,55,28,62,24,43,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,schedule,1.6918839697851524,62,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,56,31,63,28,37,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,schedule,1.680796364127687,63,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,57,52,77,11,21,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,speed,1.669513573312848,77,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,58,33,48,11,19,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,schedule,1.6580356528393452,48,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,59,36,94,37,19,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,schedule,1.6463626591657103,94,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,60,36,95,28,19,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,reroute,1.634494649710021,95,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,61,52,77,25,20,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,reroute,1.62243168284963,77,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,62,52,77,24,20,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,schedule,1.6101738179208382,77,1,generation_best
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,63,52,77,23,20,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,schedule,1.5977211152186328,77,1,generation_best
