run_id,global_generation,stage,stage_generation,fitness,Nc,Tdelay,Tair,ORISK,delta,n_delay,n_battery
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,81,stage2,31,672886.4755005738,14,37181.028317315606,59943.453004548945,1141.88303954963,0.99083867168,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,82,stage2,32,671828.3412536087,14,37181.028317315606,59943.453004548945,1141.88303954963,0.98926258176,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,83,stage2,33,670629.342462458,14,37181.028317315606,59943.453004548945,1141.88303954963,0.98747667424,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,84,stage2,34,669275.8605884203,14,37181.028317315606,59943.453004548945,1141.88303954963,0.98546066432,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,85,stage2,35,667753.4263369449,14,37181.028317315606,59943.453004548945,1141.88303954963,0.983193,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,86,stage2,36,666046.6938771523,14,37181.028317315606,59943.453004548945,1141.88303954963,0.98065082368,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,87,stage2,37,664139.4150613535,14,37181.028317315606,59943.453004548945,1141.88303954963,0.97780993376,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,88,stage2,38,662014.4136445696,14,37181.028317315606,59943.453004548945,1141.88303954963,0.97464474624,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,89,stage2,39,659653.5595040522,14,37181.028317315606,59943.453004548945,1141.88303954963,0.97112825632,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,90,stage2,40,657037.7428588022,14,37181.028317315606,59943.453004548945,1141.88303954963,0.967232,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,91,stage2,41,654146.8484890907,14,37181.028317315606,59943.453004548945,1141.88303954963,0.96292601568,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,92,stage2,42,650959.7299559774,14,37181.028317315606,59943.453004548945,1141.88303954963,0.95817880576,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,93,stage2,43,647454.1838208316,14,37181.028317315606,59943.453004548945,1141.88303954963,0.95295729824,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,94,stage2,44,643606.9238648509,14,37181.028317315606,59943.453004548945,1141.88303954963,0.94722680832,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,95,stage2,45,639393.5553085816,14,37181.028317315606,59943.453004548945,1141.88303954963,0.940951,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,96,stage2,46,634788.5490314381,14,37181.028317315606,59943.453004548945,1141.88303954963,0.93409184768,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,97,stage2,47,629765.2157912226,14,37181.028317315606,59943.453004548945,1141.88303954963,0.9266095977600001,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,98,stage2,48,624295.6804436452,14,37181.028317315606,59943.453004548945,1141.88303954963,0.91846273024,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,99,stage2,49,618350.8561618434,14,37181.028317315606,59943.453004548945,1141.88303954963,0.90960792032,27,0
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,100,stage2,50,611900.4186559017,14,37181.028317315606,59943.453004548945,1141.88303954963,0.9,27,0
